Distance from Center (cmd=annotatePeaks.pl 0.823587105450319.2.tmp mm10 -size 10000 -hist 100 -d TagDir/H3K4me1_chr19_td/ TagDir/H3K4me3_chr19_td/ TagDir/Oct4_chr19_td/)	TagDir/H3K4me1_chr19_td/ Coverage	TagDir/H3K4me1_chr19_td/ + Tags	TagDir/H3K4me1_chr19_td/ - Tags	TagDir/H3K4me3_chr19_td/ Coverage	TagDir/H3K4me3_chr19_td/ + Tags	TagDir/H3K4me3_chr19_td/ - Tags	TagDir/Oct4_chr19_td/ Coverage	TagDir/Oct4_chr19_td/ + Tags	TagDir/Oct4_chr19_td/ - Tags
-5000	47.4791588146537	0.147514102995632	0.147432211376649	43.8951684465007	0.145122652305628	0.146653651969042	31.2996410410424	0.0957899697071735	0.100872702793677
-4900	46.9969626549704	0.143064658364195	0.152127330865037	44.3733514886352	0.145042073375975	0.152576203298561	31.3634917979601	0.101761292494115	0.100730528441607
-4800	46.8498519621856	0.152263816896676	0.143747088522391	45.1262354273152	0.156887176035014	0.142342679232589	31.5018351046151	0.101157051497817	0.0978870414002064
-4700	48.3078823840077	0.15461137664087	0.146804375631109	46.9046693797646	0.157008044429494	0.152133019185468	31.529503765946	0.105635543588023	0.0981003029283114
-4600	49.3016968419314	0.154775159878837	0.14956139347022	47.6575533184446	0.15692746549984	0.158941938741173	31.0740350332667	0.0923422416694753	0.0929109390777554
-4500	49.9408110739184	0.156713261528114	0.159006226859652	46.8273461644408	0.144880915516668	0.165227095254133	31.2038649056659	0.0999130259172043	0.0919157186132652
-4400	49.5092863750832	0.151608683944808	0.156331100639524	45.7997613292154	0.147902625378668	0.154389229215761	31.3592350808323	0.0985268259845215	0.100908246381694
-4300	49.0908381822732	0.156685964321786	0.152018142039726	44.9349622104614	0.147781756984188	0.154671255469547	31.3911604592911	0.0976382362840838	0.0971761696398562
-4200	48.9633422485265	0.150462201279039	0.154884348704149	44.6297389920776	0.149997677549654	0.154147492426801	31.2400470012526	0.095825513295191	0.095825513295191
-4100	49.5256320076148	0.158678660383718	0.149752473914515	43.5594229062785	0.138273443285096	0.146210467855948	30.9867723321459	0.095967687647261	0.101654661730062
-4000	49.7152413449818	0.153628677213068	0.156658667115458	42.9367675407756	0.135775496465843	0.143712521036695	30.3120826673825	0.0926976775496504	0.0936218108381055
-3900	49.8182188299311	0.159142712891291	0.160343789969716	42.7475291453777	0.144760047122188	0.141899495119496	30.6441066033544	0.0957899697071735	0.0951146415348408
-3800	49.4847679262857	0.158460282733095	0.149779771120843	43.4902389767782	0.145847862672508	0.146129888926295	31.1080887702894	0.0988111746886616	0.100161831033327
-3700	50.0486922486272	0.154966240323132	0.156904341972409	45.1506532847859	0.16188306967352	0.145807573207682	31.1676828100792	0.0951146415348408	0.0968918209357162
-3600	49.9081198088551	0.156849747559753	0.153928946482674	46.8863559866617	0.165388253113439	0.148224941097281	31.1761962443349	0.0952568158869109	0.0984557388084865
-3500	49.6531279413616	0.149370313025925	0.156795153147097	48.874376549068	0.168490541905092	0.153059676876481	31.1804529614628	0.0966074722315761	0.098633456748574
-3400	49.6743772636527	0.155839750925623	0.158269202288801	50.4574676417518	0.175944092898025	0.159425412319093	31.5678142200966	0.0966430158195936	0.0985979131605565
-3300	49.2918894624124	0.153574082800412	0.156549478290147	52.1789265934363	0.181181723325491	0.166234331874799	31.5954828814276	0.0978514978121889	0.101228138673852
-3200	50.2922421733486	0.163537563110073	0.153246516324478	52.7242587436153	0.171351093907785	0.171512251767092	31.831730682023	0.100552810501519	0.103040861662745
-3100	51.6309494776898	0.164602154156859	0.154665971053526	52.0364890915239	0.167805621003039	0.176387277011118	31.2804858139671	0.0963586671154536	0.0974605183439963
-3000	53.4158925501447	0.167850521709872	0.163619454729057	49.8856828126462	0.15970743857288	0.174453382699438	31.7444679809022	0.10339629754292	0.0993443285089242
-2900	54.646718679777	0.175548333894322	0.167768630090888	48.9435604785683	0.169739515314719	0.165912016156186	31.8806829289932	0.0954345338269984	0.0965363850555411
-2800	56.2289759088396	0.176749410972747	0.172627532817243	48.8458890486855	0.166919252776852	0.154953281723334	31.5273754073821	0.0972828004039088	0.103289666778867
-2700	57.3077876559277	0.175985089195567	0.179124267923269	49.193843517643	0.16224567485696	0.1583778862336	31.1910947542824	0.0963231235274361	0.0995931336250467
-2600	58.4062141620538	0.187832076741849	0.183300740491428	47.9566720724608	0.1565648603164	0.164219858633466	31.4230858377499	0.0987756311006441	0.0987756311006441
-2500	58.9619656681295	0.185402625378671	0.185648300235622	46.7785104494994	0.152092729720641	0.158418175698427	31.723184395263	0.100801615617642	0.098491282396504
-2400	59.3836829874458	0.184419925950869	0.185812083473589	46.5363666962483	0.152656782228214	0.147902625378668	31.4401127062613	0.0967496465836462	0.10282760013464
-2300	59.9982787706354	0.191189633120173	0.182863985190182	48.1947461828001	0.165549410972746	0.154953281723334	31.2272768498691	0.100552810501519	0.096180949175366
-2200	60.8286369032426	0.189879367216437	0.190643688993616	49.8510908478961	0.175017435207011	0.163816963985199	31.4230858377499	0.101370313025922	0.0951857287108759
-2100	61.531499102103	0.195065836418726	0.193537192864367	51.6335944432573	0.174010198586345	0.171189936048478	31.4848082361037	0.0960032312352785	0.0992021541568541
-2000	62.2915710148242	0.19577556378325	0.191844766072041	53.8230623297969	0.189441063614956	0.166758094917546	31.1953514714102	0.098704543924609	0.0969629081117512
-1900	63.7120064818236	0.202163110063964	0.196676371592068	56.9424436216791	0.206322349377327	0.176830461124211	31.5678142200966	0.10353847189499	0.0965008414675236
-1800	64.3609280933296	0.20169905755639	0.200115819589376	60.8859276031974	0.220343083137006	0.189803668798396	32.189294920762	0.100446179737467	0.0965008414675236
-1700	65.3204167229368	0.212727128912837	0.204046617300584	66.1784982099719	0.249512655671509	0.198627061595435	32.5404740838091	0.0989178054527141	0.101299225849887
-1600	66.7800817080121	0.219387647256829	0.201125816223506	72.3989474006331	0.266837125546973	0.20978724335242	32.2063217892733	0.10453369235948	0.10311194883878
-1500	69.3201930034286	0.219578727701124	0.203828239649962	80.4059698295678	0.296490171659396	0.234605553685644	32.5872979722154	0.103716189835078	0.101939010434202
-1400	71.6134852476173	0.22959680242344	0.217285762369586	85.7127841865335	0.300156512958622	0.26216354762708	32.9299637010069	0.104569235947498	0.095754426119156
-1300	73.2251646152368	0.23175328172334	0.228614102995638	90.7652458615128	0.322879771120859	0.292501514641557	33.6727608398158	0.105848805116128	0.107874789633126
-1200	75.1948133352992	0.239505688320446	0.22973328845508	97.0121477311006	0.365022551329547	0.289640962638864	33.6983011425829	0.100659441265572	0.104711410299568
-1100	77.9801091186902	0.24979673510604	0.236311915180089	107.806875554608	0.409421541568529	0.307126590373635	33.7344832381696	0.107448266576916	0.106204240996303
-1000	80.3060926279422	0.252007808818595	0.247476472568174	123.159603439313	0.472998317065001	0.350518343991949	33.5173906646495	0.104036082127235	0.110362840794351
